0,0,1
0,1,3
0,2,1
0,3,1
0,4,1
0,5,2
0,6,3
0,7,1
0,8,2
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
1,0,1
1,14,1
1,15,1
1,16,1
1,17,2
1,18,2
1,19,1
1,20,1
1,21,1
1,22,1
1,23,1
1,24,1
1,25,4
1,26,1
1,27,1
1,28,1
1,29,1
1,30,1
1,31,1
1,32,1
1,33,1
1,34,1
1,35,2
1,36,2
1,37,1
1,38,1
1,39,1
1,40,1
1,41,2
1,42,1
1,43,6
1,44,1
1,45,1
1,46,1
1,47,1
1,48,1
1,49,1
1,50,1
1,51,1
1,52,1
1,53,1
1,54,1
1,55,1
1,56,1
1,57,1
1,58,1
1,59,1
1,60,1
1,61,1
1,62,1
1,63,1
1,64,1
1,65,1
1,66,1
1,67,1
1,68,1
1,69,1
1,70,1
1,71,1
1,72,2
1,73,1
1,74,1
1,75,1
1,76,1
1,77,2
1,78,1
1,79,1
1,80,1
1,81,3
1,82,1
1,83,1
1,84,1
1,85,2
1,86,1
1,87,2
1,88,1
1,89,1
1,90,1
1,91,2
1,92,1
1,93,1
1,94,1
1,95,1
1,96,1
1,97,1
1,98,1
1,99,1
1,100,1
1,101,1
1,102,1
1,103,1
1,104,1
1,105,2
1,106,1
1,107,1
1,108,1
1,109,1
1,110,1
1,111,1
1,112,1
1,113,1
1,114,2
1,115,1
1,116,1
1,117,1
1,118,2
1,119,1
1,120,1
1,121,1
1,122,1
1,123,1
1,124,1
1,125,1
1,126,1
1,127,2
1,128,1
1,129,1
1,130,2
1,131,1
1,132,1
1,133,1
1,134,1
1,135,1
1,136,1
1,137,3
1,138,2
1,139,1
1,140,1
1,141,1
1,142,3
1,143,2
1,144,2
1,145,2
1,146,2
1,147,2
1,148,1
1,149,2
1,150,1
1,151,1
1,152,1
1,153,1
1,154,1
1,155,1
1,156,1
1,157,4
1,158,3
1,159,1
1,160,1
1,161,1
1,162,1
1,163,1
1,164,1
1,165,1
1,166,1
1,167,1
1,168,1
1,169,1
1,170,1
1,171,1
1,172,2
1,173,3
1,174,1
1,175,2
1,176,1
1,177,1
1,178,1
1,179,1
1,180,1
1,181,1
1,182,2
1,183,1
1,184,1
1,185,1
1,186,1
1,187,1
1,188,1
1,189,1
1,190,2
1,191,1
1,192,1
1,193,1
1,194,1
1,195,1
1,196,1
1,197,1
1,198,4
1,199,2
1,200,2
1,201,2
1,202,1
1,203,1
1,204,1
1,205,1
1,206,1
1,207,1
1,208,1
1,209,1
1,210,1
1,211,1
1,212,1
1,213,1
1,214,3
1,215,1
1,216,1
1,217,2
1,218,5
1,219,1
1,220,1
1,221,1
1,222,1
1,223,2
1,224,5
1,225,1
1,226,1
1,227,1
1,228,2
1,229,2
1,230,1
1,231,4
1,232,1
1,233,1
1,234,2
1,235,1
1,236,1
1,237,1
1,238,1
1,239,1
1,240,1
1,241,1
1,242,1
1,243,1
1,244,1
1,245,1
1,246,1
1,247,1
1,248,1
1,249,1
1,250,1
1,251,1
1,252,1
1,253,1
1,254,1
1,255,1
1,256,2
1,257,1
1,258,1
1,259,1
1,260,1
1,261,1
1,262,1
1,263,1
1,264,2
1,265,1
1,266,1
1,267,1
1,268,1
1,269,1
1,270,1
1,271,2
1,272,1
1,273,1
1,274,1
1,275,1
1,276,1
1,277,1
1,278,1
1,279,2
1,280,1
1,281,1
1,282,1
1,283,4
1,284,1
1,285,1
1,286,1
1,287,1
1,288,1
1,289,1
1,290,1
1,291,1
1,292,1
1,293,1
1,294,1
1,295,1
1,296,1
1,297,1
1,298,1
1,299,1
1,300,1
1,301,1
1,302,1
1,303,1
1,304,1
1,305,1
1,306,1
1,307,1
1,308,1
1,309,1
1,310,1
1,311,3
1,312,1
1,313,1
1,314,1
1,315,1
1,316,1
1,317,1
1,318,1
1,319,1
1,320,1
1,321,1
1,322,1
1,323,1
1,324,1
1,325,1
1,326,1
1,327,1
1,328,1
1,329,1
1,330,1
1,331,1
1,332,1
1,333,1
1,334,1
1,335,1
1,336,1
1,337,1
1,338,1
1,339,1
1,340,1
1,341,1
1,342,1
1,343,2
1,344,1
1,345,1
1,346,1
1,347,1
1,348,1
1,349,1
1,350,1
1,351,1
1,352,1
1,353,1
1,354,1
1,355,1
1,356,1
1,357,1
1,358,1
1,359,1
1,360,1
1,361,1
1,362,1
1,363,1
1,364,1
1,365,1
1,366,1
1,367,1
1,368,1
1,369,1
1,370,1
1,371,2
1,372,1
1,373,1
1,374,2
1,375,3
1,376,1
1,377,1
1,378,1
1,379,1
1,380,1
1,381,1
1,382,1
1,383,1
1,384,1
1,385,1
1,386,1
1,387,1
1,388,1
1,389,1
1,390,1
1,391,1
1,392,1
1,393,1
1,394,1
1,395,1
1,396,1
1,397,1
1,398,1
1,399,1
1,400,1
1,401,1
1,402,1
1,403,1
1,404,1
1,405,1
1,406,1
1,407,1
1,408,1
1,409,1
1,410,1
1,411,1
1,412,1
1,413,1
1,414,1
1,415,1
1,416,1
1,417,1
1,418,1
1,419,1
1,420,1
1,421,1
1,422,1
1,423,1
1,424,1
1,425,1
1,426,1
1,427,1
1,428,2
1,429,1
1,430,1
1,431,1
1,432,1
1,433,1
1,434,1
1,435,1
1,436,1
1,437,1
1,438,1
1,439,1
1,440,1
1,441,1
1,442,1
1,443,1
1,444,1
1,445,1
1,446,1
1,447,1
1,448,1
1,449,1
1,450,1
1,451,1
1,452,1
1,453,1
1,454,1
1,455,1
1,456,1
1,457,1
1,458,1
1,459,1
1,460,1
1,461,1
1,462,1
1,463,1
1,464,1
1,465,1
1,466,1
1,467,1
1,468,1
1,469,1
1,470,1
1,471,1
1,472,1
1,473,1
1,474,1
1,475,2
1,476,1
1,477,1
1,478,1
1,479,1
1,480,1
1,481,1
1,482,1
1,483,1
1,484,1
1,485,1
1,486,1
1,487,1
1,488,1
1,489,1
1,490,1
1,491,1
1,492,1
1,493,1
1,494,1
1,495,1
1,496,1
1,497,1
1,498,1
1,499,1
1,500,1
1,501,1
1,502,1
1,503,1
1,504,1
1,505,1
1,506,1
1,507,1
1,508,1
1,509,1
1,510,1
1,511,1
1,512,1
1,513,1
1,514,1
1,515,1
1,516,1
1,517,1
1,518,1
1,519,1
1,520,1
1,521,1
1,522,1
1,523,1
1,524,1
1,525,1
1,526,1
1,527,1
1,528,1
1,529,1
1,530,1
1,531,1
1,532,1
1,533,1
1,534,1
1,535,1
1,536,1
1,537,1
1,538,1
1,539,2
1,540,1
1,541,1
1,542,1
1,543,1
1,544,1
1,545,1
1,546,1
1,547,2
1,548,1
1,549,1
1,550,1
1,551,1
1,552,1
1,553,1
1,554,1
1,555,1
1,556,1
1,557,1
1,558,1
1,559,1
1,560,1
1,561,1
1,562,1
1,563,1
1,564,1
1,565,1
1,566,1
1,567,1
1,568,1
1,569,1
1,570,1
1,571,1
1,572,1
1,573,1
1,574,1
1,575,1
1,576,1
1,577,1
1,578,1
1,579,1
1,580,1
1,581,1
1,582,1
1,583,1
1,584,1
1,585,1
1,586,1
1,587,1
1,588,1
1,589,1
1,590,1
1,591,1
1,592,1
1,593,1
1,594,1
1,595,1
1,596,1
1,597,1
1,598,1
1,599,1
1,600,1
1,601,1
1,602,1
1,603,1
1,604,1
1,605,1
1,606,1
1,607,1
1,608,1
1,609,1
1,610,1
1,611,1
1,612,1
1,613,1
2,614,1
2,615,1
2,616,1
2,617,1
2,618,1
2,619,1
2,620,1
2,621,1
2,622,1
2,623,1
2,624,1
2,625,1
2,626,1
2,627,1
2,628,1
2,629,1
3,630,2
4,77,1
4,107,1
4,631,1
4,632,1
4,633,1
4,634,1
4,635,1
4,636,1
4,637,1
5,69,1
5,71,1
5,274,10
5,281,1
5,358,1
5,638,4
5,639,1
5,640,1
5,641,2
5,642,1
5,643,1
5,644,1
5,645,1
5,646,1
5,647,1
5,648,1
5,649,1
5,650,1
5,651,1
5,652,1
5,653,1
5,654,1
5,655,1
5,656,3
5,657,1
5,658,1
6,2,1
6,16,1
6,17,1
6,18,4
6,25,8
6,38,1
6,47,1
6,67,1
6,138,1
6,140,2
6,161,1
6,213,1
6,332,1
6,368,1
6,445,1
6,474,1
6,659,1
6,660,1
6,661,1
6,662,5
6,663,6
6,664,1
6,665,1
6,666,1
6,667,1
6,668,1
6,669,1
6,670,7
6,671,1
6,672,1
6,673,1
6,674,3
6,675,1
6,676,1
6,677,1
6,678,1
6,679,1
6,680,1
6,681,1
6,682,1
6,683,1
6,684,1
6,685,1
6,686,1
6,687,1
6,688,1
7,206,1
7,689,1
7,690,67
7,691,1
7,692,2
7,693,1
7,694,9
7,695,3
7,696,4
7,697,15
7,698,1
7,699,1
7,700,1
7,701,1
7,702,1
7,703,1
7,704,8
7,705,1
7,706,1
7,707,1
7,708,2
8,709,1
8,710,1
8,711,1
8,712,1
8,713,1
8,714,1
8,715,1
8,716,1
8,717,1
8,718,1
9,16,1
9,17,1
9,33,1
9,34,2
9,69,1
9,77,2
9,103,1
9,144,1
9,174,1
9,186,1
9,244,2
9,391,1
9,445,1
9,467,1
9,486,1
9,577,1
9,661,1
9,678,1
9,719,1
9,720,1
9,721,1
9,722,1
9,723,3
9,724,1
9,725,1
9,726,2
9,727,2
9,728,3
9,729,1
9,730,1
9,731,6
9,732,10
9,733,1
